My Account Log In
IP2Location LITE
Home
Free Databases
IP Addresses
Free Plugins
FAQs
Contact
Home United States IP Address Ranges
United States IP Address Ranges
United States has a total of 1,571,238,096 IP address assigned. Below are all IP address ranges in United States.

Data Sources:
i. You can download the complete free data in CSV format from IP2Location LITE DB1.
ii. You can also download the list in firewall format from IP2Location Firewall List.

Begin IP Address	End IP Address	Total Count
4.68.127.219	4.68.127.224	6
4.68.127.227	4.68.127.229	3
4.68.127.231	4.68.127.232	2
4.68.127.235	4.68.128.0	22
4.68.128.2	4.68.128.28	27
4.68.128.31	4.68.128.32	2
4.68.128.35	4.68.128.52	18
4.68.128.55	4.68.128.104	50
4.68.128.106	4.68.128.108	3
4.68.128.110	4.68.128.120	11
4.68.128.122	4.68.128.124	3
4.68.128.126	4.68.128.168	43
4.68.128.170	4.68.128.212	43
4.68.128.215	4.68.128.216	2
4.68.128.219	4.68.144.244	4,122
4.68.144.246	4.68.145.44	55
4.68.145.47	4.68.145.48	2
4.68.145.51	4.68.145.52	2
4.68.145.54	4.68.145.185	132
4.68.145.187	4.68.146.57	127
4.68.146.59	4.68.146.232	174
4.68.146.235	4.68.146.236	2
4.68.146.239	4.68.146.240	2
4.68.146.242	4.68.147.9	24
4.68.147.11	4.68.147.17	7
4.68.147.19	4.68.147.132	114
4.68.147.134	4.68.147.136	3
4.68.147.139	4.68.180.0	8,310
4.68.180.3	4.68.186.2	1,536
4.68.186.4	4.68.186.10	7
4.68.186.12	4.68.186.18	7
4.68.186.21	4.68.186.29	9
4.68.186.32	4.68.186.33	2
4.68.186.35	4.68.186.46	12
4.68.186.49	4.68.186.75	27
4.68.186.77	4.68.186.77	1
4.68.186.85	4.68.186.138	54
4.68.186.141	4.68.186.141	1
4.68.186.143	4.68.187.2	116
4.68.187.5	4.68.187.227	223
4.68.187.229	4.68.187.229	1
4.68.187.233	4.68.200.137	3,233
4.68.200.140	4.68.200.140	1
4.68.200.143	4.68.200.143	1
4.68.200.146	4.68.200.157	12
4.68.200.159	4.68.200.169	11
4.68.200.172	4.68.200.172	1
4.68.200.175	4.68.200.175	1
4.68.200.178	4.68.200.189	12
4.68.200.191	4.68.205.21	1,111
4.68.205.23	4.68.205.25	3
4.68.205.27	4.68.205.29	3
4.68.205.31	4.68.205.33	3
4.68.205.35	4.68.205.37	3
4.68.205.39	4.68.205.45	7
4.68.205.47	4.68.205.73	27
4.68.205.75	4.68.205.81	7
4.68.205.83	4.68.205.85	3
4.68.205.87	4.68.205.105	19
4.68.205.107	4.68.205.109	3
4.68.205.111	4.68.205.113	3
4.68.205.115	4.68.205.149	35
4.68.205.151	4.68.205.153	3
4.68.205.155	4.68.205.157	3
4.68.205.159	4.68.205.161	3
4.68.205.163	4.68.205.165	3
4.68.205.167	4.68.205.169	3
4.68.205.171	4.68.205.201	31
4.68.205.203	4.68.206.35	89
4.68.206.38	4.68.209.5	736
4.68.209.7	4.68.209.9	3
4.68.209.11	4.68.209.13	3
4.68.209.15	4.68.209.17	3
4.68.209.19	4.68.209.21	3
4.68.209.23	4.68.209.25	3
4.68.209.27	4.68.209.29	3
4.68.209.31	4.68.209.37	7
4.68.209.39	4.68.209.41	3
4.68.209.43	4.68.223.96	3,638
4.68.223.98	4.68.223.104	7
4.68.223.106	4.68.223.112	7
4.68.223.114	4.68.223.120	7
4.68.223.122	4.69.5.0	9,607
4.69.5.3	4.69.99.98	24,160
4.69.99.100	4.69.128.77	7,402
4.69.128.82	4.69.128.85	4
4.69.128.88	4.69.128.117	30
4.69.128.120	4.69.128.125	6
4.69.128.128	4.69.128.133	6
4.69.128.136	4.69.128.137	2
4.69.128.140	4.69.128.143	4
4.69.128.146	4.69.128.150	5
4.69.128.155	4.69.128.160	6
4.69.128.163	4.69.128.176	14
4.69.128.181	4.69.130.71	403
4.69.130.86	4.69.130.87	2
4.69.130.96	4.69.130.97	2
4.69.130.102	4.69.130.144	43
4.69.130.147	4.69.132.116	482
4.69.132.119	4.69.132.120	2
4.69.132.123	4.69.132.124	2
4.69.132.127	4.69.132.136	10
4.69.132.139	4.69.132.140	2
4.69.132.143	4.69.132.144	2
4.69.132.147	4.69.133.100	210
4.69.133.103	4.69.133.104	2
4.69.133.107	4.69.133.140	34
4.69.133.143	4.69.133.172	30
4.69.133.175	4.69.133.176	2
4.69.133.179	4.69.133.180	2
4.69.133.183	4.69.133.184	2
4.69.133.187	4.69.133.216	30
4.69.133.219	4.69.133.220	2
4.69.133.223	4.69.133.224	2
4.69.133.227	4.69.133.228	2
4.69.133.230	4.69.133.236	7
4.69.133.238	4.69.133.252	15
4.69.133.255	4.69.134.0	2
4.69.134.3	4.69.134.4	2
4.69.134.7	4.69.134.24	18
4.69.134.27	4.69.134.28	2
4.69.134.31	4.69.134.48	18
4.69.134.51	4.69.134.52	2
4.69.134.55	4.69.135.21	223
4.69.135.23	4.69.135.25	3
4.69.135.27	4.69.135.28	2
4.69.135.31	4.69.135.32	2
4.69.135.35	4.69.135.36	2
4.69.135.39	4.69.135.40	2
4.69.135.43	4.69.135.44	2
4.69.135.47	4.69.135.48	2
4.69.135.51	4.69.135.132	82
4.69.135.135	4.69.135.136	2
4.69.135.139	4.69.136.92	210
4.69.136.95	4.69.136.96	2
4.69.136.99	4.69.136.244	146
4.69.136.247	4.69.136.248	2
4.69.136.251	4.69.137.48	54
4.69.137.51	4.69.137.52	2
4.69.137.55	4.69.137.56	2
4.69.137.59	4.69.137.60	2
4.69.137.63	4.69.137.72	10
4.69.137.75	4.69.137.76	2
4.69.137.79	4.69.137.80	2
4.69.137.83	4.69.137.84	2
4.69.137.87	4.69.137.88	2
4.69.137.91	4.69.137.152	62
4.69.137.155	4.69.137.172	18
4.69.137.174	4.69.139.1	340
4.69.139.3	4.69.139.3	1
4.69.139.6	4.69.139.24	19
4.69.139.26	4.69.139.26	1
4.69.139.28	4.69.139.33	6
4.69.139.38	4.69.139.56	19
4.69.139.58	4.69.139.58	1
4.69.139.60	4.69.139.65	6
4.69.139.69	4.69.139.69	1
4.69.139.72	4.69.139.73	2
4.69.139.76	4.69.139.79	4
4.69.139.83	4.69.139.85	3
4.69.139.88	4.69.139.88	1
4.69.139.91	4.69.139.97	7
4.69.139.101	4.69.139.101	1
4.69.139.104	4.69.139.105	2
4.69.139.108	4.69.139.111	4
4.69.139.115	4.69.139.117	3
4.69.139.120	4.69.139.120	1
4.69.139.123	4.69.139.129	7
4.69.139.132	4.69.139.136	5
4.69.139.138	4.69.139.138	1
4.69.139.144	4.69.139.145	2
4.69.139.147	4.69.139.153	7
4.69.139.156	4.69.139.161	6
4.69.139.164	4.69.139.168	5
4.69.139.170	4.69.139.170	1
4.69.139.176	4.69.139.177	2
4.69.139.179	4.69.139.185	7
4.69.139.188	4.69.139.200	13
4.69.139.203	4.69.139.204	2
4.69.139.207	4.69.139.208	2
4.69.139.211	4.69.139.212	2
4.69.139.215	4.69.139.215	1
4.69.139.217	4.69.139.247	31
4.69.139.249	4.69.140.8	16
4.69.140.10	4.69.140.12	3
4.69.140.15	4.69.140.16	2
4.69.140.19	4.69.140.20	2
4.69.140.23	4.69.140.24	2
4.69.140.27	4.69.140.28	2
4.69.140.31	4.69.140.32	2
4.69.140.35	4.69.140.196	162
4.69.140.199	4.69.140.200	2
4.69.140.203	4.69.141.0	54
4.69.141.3	4.69.141.4	2
4.69.141.7	4.69.141.24	18
4.69.141.27	4.69.141.28	2
4.69.141.31	4.69.141.40	10
4.69.141.43	4.69.141.44	2
4.69.141.47	4.69.141.48	2
4.69.141.51	4.69.141.52	2
4.69.141.55	4.69.141.56	2
4.69.141.59	4.69.141.60	2
4.69.141.63	4.69.141.64	2
4.69.141.67	4.69.141.84	18
4.69.141.87	4.69.141.88	2
4.69.141.91	4.69.141.92	2
4.69.141.95	4.69.141.96	2
4.69.141.99	4.69.141.116	18
4.69.141.119	4.69.141.120	2
4.69.141.123	4.69.141.128	6
4.69.141.131	4.69.141.132	2
4.69.141.134	4.69.141.148	15
4.69.141.151	4.69.141.188	38
4.69.141.191	4.69.141.196	6
4.69.141.199	4.69.141.228	30
4.69.141.231	4.69.141.232	2
4.69.141.235	4.69.141.244	10
4.69.141.247	4.69.141.248	2
4.69.141.251	4.69.142.168	174
4.69.142.171	4.69.142.184	14
4.69.142.187	4.69.142.188	2
4.69.142.191	4.69.142.192	2
4.69.142.195	4.69.142.196	2
4.69.142.199	4.69.142.204	6
4.69.142.207	4.69.142.208	2
4.69.142.211	4.69.142.212	2
4.69.142.215	4.69.142.221	7
4.69.142.223	4.69.142.225	3
4.69.142.227	4.69.143.41	71
4.69.143.43	4.69.143.52	10
4.69.143.55	4.69.143.56	2
4.69.143.59	4.69.143.60	2
4.69.143.63	4.69.143.100	38
4.69.143.102	4.69.143.104	3
4.69.143.107	4.69.143.108	2
4.69.143.111	4.69.143.112	2
4.69.143.115	4.69.143.117	3
4.69.143.119	4.69.143.121	3
4.69.143.123	4.69.143.124	2
4.69.143.127	4.69.143.128	2
4.69.143.131	4.69.143.132	2
4.69.143.135	4.69.143.136	2
4.69.143.139	4.69.143.140	2
4.69.143.143	4.69.143.144	2
4.69.143.147	4.69.143.157	11
4.69.143.159	4.69.143.164	6
4.69.143.167	4.69.143.168	2
4.69.143.171	4.69.143.172	2
4.69.143.175	4.69.143.176	2
4.69.143.179	4.69.143.180	2
4.69.143.183	4.69.143.184	2
4.69.143.187	4.69.143.188	2
4.69.143.191	4.69.143.192	2
4.69.143.195	4.69.143.196	2
4.69.143.199	4.69.143.200	2
4.69.143.203	4.69.143.204	2
4.69.143.207	4.69.143.212	6
4.69.143.215	4.69.143.232	18
4.69.143.235	4.69.143.236	2
4.69.143.239	4.69.143.240	2
4.69.143.243	4.69.143.244	2
4.69.143.247	4.69.143.248	2
4.69.143.251	4.69.143.252	2
4.69.143.255	4.69.146.97	611
4.69.146.102	4.69.146.120	19
4.69.146.122	4.69.146.122	1
4.69.146.124	4.69.146.129	6
4.69.146.134	4.69.146.152	19
4.69.146.154	4.69.146.154	1
4.69.146.156	4.69.148.8	365
4.69.148.11	4.69.148.12	2
4.69.148.15	4.69.148.16	2
4.69.148.19	4.69.148.20	2
4.69.148.23	4.69.148.24	2
4.69.148.27	4.69.148.52	26
4.69.148.55	4.69.148.56	2
4.69.148.59	4.69.148.64	6
4.69.148.67	4.69.148.68	2
4.69.148.71	4.69.148.108	38
4.69.148.111	4.69.148.136	26
4.69.148.139	4.69.148.148	10
4.69.148.151	4.69.148.152	2
4.69.148.155	4.69.148.156	2
4.69.148.159	4.69.148.160	2
4.69.148.163	4.69.148.164	2
4.69.148.167	4.69.148.172	6
4.69.148.175	4.69.148.176	2
4.69.148.180	4.69.148.180	1
4.69.148.183	4.69.148.184	2
4.69.148.187	4.69.148.188	2
4.69.148.191	4.69.148.192	2
4.69.148.195	4.69.148.196	2
4.69.148.199	4.69.148.216	18
4.69.148.219	4.69.148.220	2
4.69.148.223	4.69.148.224	2
4.69.148.227	4.69.148.228	2
4.69.148.231	4.69.151.8	546
4.69.151.11	4.69.151.12	2
4.69.151.15	4.69.151.108	94
4.69.151.110	4.69.151.112	3
4.69.151.114	4.69.151.184	71
4.69.151.187	4.69.151.188	2
4.69.151.191	4.69.151.236	46
4.69.151.239	4.69.151.240	2
4.69.151.243	4.69.153.0	270
4.69.153.3	4.69.153.4	2
4.69.153.7	4.69.153.8	2
4.69.153.11	4.69.153.12	2
4.69.153.15	4.69.153.68	54
4.69.153.71	4.69.153.72	2
4.69.153.75	4.69.153.77	3
4.69.153.83	4.69.153.84	2
4.69.153.87	4.69.153.112	26
4.69.153.141	4.69.153.144	4
4.69.153.147	4.69.153.148	2
4.69.153.151	4.69.153.152	2
4.69.153.155	4.69.153.168	14
4.69.153.171	4.69.153.184	14
4.69.153.187	4.69.153.188	2
4.69.153.191	4.69.153.192	2
4.69.153.195	4.69.153.196	2
4.69.153.199	4.69.153.200	2
4.69.153.203	4.69.153.204	2
4.69.153.207	4.69.153.208	2
4.69.153.211	4.69.153.212	2
4.69.153.215	4.69.153.228	14
4.69.153.231	4.69.153.236	6
4.69.153.239	4.69.153.240	2
4.69.153.243	4.69.153.244	2
4.69.153.247	4.69.153.248	2
4.69.153.251	4.69.153.252	2
4.69.153.255	4.69.154.2	4
4.69.154.4	4.69.154.19	16
4.69.154.21	4.69.154.59	39
4.69.154.62	4.69.154.67	6
4.69.154.69	4.69.154.83	15
4.69.154.85	4.69.154.123	39
4.69.154.126	4.69.154.148	23
4.69.154.150	4.69.154.212	63
4.69.154.214	4.69.158.0	811
4.69.158.3	4.69.158.4	2
4.69.158.7	4.69.158.8	2
4.69.158.11	4.69.158.12	2
4.69.158.15	4.69.158.16	2
4.69.158.19	4.69.158.20	2
4.69.158.23	4.69.158.24	2
4.69.158.27	4.69.158.28	2
4.69.158.31	4.69.158.32	2
4.69.158.35	4.69.158.36	2
4.69.158.39	4.69.158.40	2
4.69.158.43	4.69.158.44	2
4.69.158.47	4.69.158.48	2
4.69.158.51	4.69.158.52	2
4.69.158.55	4.69.158.56	2
4.69.158.59	4.69.158.60	2
4.69.158.63	4.69.158.160	98
4.69.158.163	4.69.158.164	2
4.69.158.167	4.69.158.168	2
4.69.158.171	4.69.158.172	2
4.69.158.175	4.69.158.176	2
4.69.158.179	4.69.158.180	2
4.69.158.183	4.69.158.184	2
4.69.158.187	4.69.158.188	2
4.69.158.191	4.69.158.192	2
4.69.158.195	4.69.158.196	2
4.69.158.199	4.69.158.200	2
4.69.158.203	4.69.158.204	2
4.69.158.207	4.69.158.240	34
4.69.158.243	4.69.158.244	2
4.69.158.247	4.69.158.248	2
4.69.158.251	4.69.158.252	2
4.69.158.255	4.69.159.0	2
4.69.159.3	4.69.159.4	2
4.69.159.7	4.69.159.8	2
4.69.159.11	4.69.159.12	2
4.69.159.15	4.69.159.16	2
4.69.159.19	4.69.159.20	2
4.69.159.23	4.69.159.24	2
4.69.159.27	4.69.159.28	2
4.69.159.31	4.69.159.32	2
4.69.159.35	4.69.159.36	2
4.69.159.39	4.69.159.41	3
4.69.159.43	4.69.159.44	2
4.69.159.47	4.69.159.49	3
4.69.159.51	4.69.159.53	3
4.69.159.55	4.69.159.57	3
4.69.159.59	4.69.159.61	3
4.69.159.63	4.69.159.64	2
4.69.159.67	4.69.159.68	2
4.69.159.71	4.69.159.72	2
4.69.159.75	4.69.159.76	2
4.69.159.79	4.69.159.80	2
4.69.159.83	4.69.159.84	2
4.69.159.87	4.69.159.88	2
4.69.159.91	4.69.159.92	2
4.69.159.95	4.69.159.97	3
4.69.159.99	4.69.159.101	3
4.69.159.103	4.69.159.104	2
4.69.159.107	4.69.159.112	6
4.69.159.115	4.69.159.116	2
4.69.159.119	4.69.159.120	2
4.69.159.123	4.69.159.124	2
4.69.159.127	4.69.159.128	2
4.69.159.131	4.69.159.132	2
4.69.159.135	4.69.159.136	2
4.69.159.139	4.69.159.140	2
4.69.159.143	4.69.159.205	63
4.69.159.207	4.69.161.0	306
4.69.161.3	4.69.161.4	2
4.69.161.7	4.69.161.8	2
4.69.161.11	4.69.161.12	2
4.69.161.15	4.69.161.32	18
4.69.161.35	4.69.161.36	2
4.69.161.39	4.69.161.40	2
4.69.161.43	4.69.161.44	2
4.69.161.47	4.69.161.48	2
4.69.161.51	4.69.161.52	2
4.69.161.55	4.69.161.56	2
4.69.161.59	4.69.161.60	2
4.69.161.63	4.69.161.64	2
4.69.161.67	4.69.161.68	2
4.69.161.71	4.69.161.72	2
4.69.161.75	4.69.161.76	2
4.69.161.79	4.69.161.80	2
4.69.161.83	4.69.161.84	2
4.69.161.87	4.69.161.88	2
4.69.161.91	4.69.161.92	2
4.69.161.95	4.69.161.96	2
4.69.161.99	4.69.161.100	2
4.69.161.103	4.69.161.104	2
4.69.161.107	4.69.161.108	2
4.69.161.111	4.69.161.112	2
4.69.161.115	4.69.161.116	2
4.69.161.119	4.69.161.120	2
4.69.161.123	4.69.161.124	2
4.69.161.127	4.69.161.128	2
4.69.161.131	4.69.161.132	2
4.69.161.135	4.69.161.136	2
4.69.161.139	4.69.161.140	2
4.69.161.143	4.69.161.152	10
4.69.161.155	4.69.161.156	2
4.69.161.159	4.69.161.160	2
4.69.161.163	4.69.161.164	2
4.69.161.167	4.69.161.168	2
4.69.161.171	4.69.161.172	2
4.69.161.175	4.69.162.64	146
4.69.162.67	4.69.162.68	2
4.69.162.71	4.69.162.72	2
4.69.162.75	4.69.162.76	2
4.69.162.79	4.69.162.80	2
4.69.162.83	4.69.162.84	2
4.69.162.87	4.69.162.88	2
4.69.162.91	4.69.162.92	2
4.69.162.95	4.69.162.96	2
4.69.162.99	4.69.162.100	2
4.69.162.103	4.69.162.104	2
4.69.162.107	4.69.162.108	2
4.69.162.111	4.69.162.112	2
4.69.162.115	4.69.162.116	2
4.69.162.119	4.69.162.120	2
4.69.162.122	4.69.162.124	3
4.69.162.126	4.69.162.128	3
4.69.162.131	4.69.162.132	2
4.69.162.135	4.69.162.136	2
4.69.162.139	4.69.162.140	2
4.69.162.143	4.69.162.144	2
4.69.162.147	4.69.162.148	2
4.69.162.151	4.69.162.152	2
4.69.162.155	4.69.162.156	2
4.69.162.159	4.69.162.160	2
4.69.162.163	4.69.162.164	2
4.69.162.167	4.69.162.168	2
4.69.162.171	4.69.162.172	2
4.69.162.175	4.69.162.177	3
4.69.162.179	4.69.162.185	7
4.69.162.187	4.69.162.189	3
4.69.162.191	4.69.162.197	7
4.69.162.199	4.69.162.208	10
4.69.162.211	4.69.162.212	2
4.69.162.215	4.69.162.216	2
4.69.162.219	4.69.162.220	2
4.69.162.223	4.69.162.224	2
4.69.162.227	4.69.162.228	2
4.69.162.231	4.69.162.232	2
4.69.162.235	4.69.162.236	2
4.69.162.239	4.69.162.240	2
4.69.162.243	4.69.162.244	2
4.69.162.247	4.69.162.248	2
4.69.162.251	4.69.162.252	2
4.69.162.255	4.69.163.0	2
4.69.163.3	4.69.163.4	2
4.69.163.7	4.69.163.8	2
4.69.163.11	4.69.163.12	2
4.69.163.15	4.69.163.16	2
4.69.163.19	4.69.163.20	2
4.69.163.23	4.69.163.24	2
4.69.163.27	4.69.163.28	2
4.69.163.31	4.69.163.64	34
4.69.163.67	4.69.163.68	2
4.69.163.71	4.69.163.72	2
4.69.163.75	4.69.163.76	2
4.69.163.79	4.69.163.80	2
4.69.163.83	4.69.163.84	2
4.69.163.87	4.69.163.88	2
4.69.163.91	4.69.163.92	2
4.69.163.95	4.69.163.96	2
4.69.163.99	4.69.163.100	2
4.69.163.103	4.69.163.104	2
4.69.163.107	4.69.163.108	2
4.69.163.111	4.69.163.112	2
4.69.163.115	4.69.163.116	2
4.69.163.119	4.69.163.120	2
4.69.163.123	4.69.163.124	2
4.69.163.127	4.69.163.128	2
4.69.163.131	4.69.163.132	2
4.69.163.135	4.69.163.136	2
4.69.163.139	4.69.163.140	2
4.69.163.143	4.69.164.0	114
4.69.164.3	4.69.164.4	2
4.69.164.7	4.69.164.8	2
4.69.164.11	4.69.164.12	2
4.69.164.15	4.69.164.32	18
4.69.164.35	4.69.164.36	2
4.69.164.39	4.69.164.40	2
4.69.164.43	4.69.164.44	2
4.69.164.47	4.69.164.112	66
4.69.164.115	4.69.164.116	2
4.69.164.119	4.69.164.120	2
4.69.164.123	4.69.164.124	2
4.69.164.127	4.69.164.128	2
4.69.164.131	4.69.164.132	2
4.69.164.135	4.69.164.136	2
4.69.164.139	4.69.164.140	2
4.69.164.143	4.69.164.160	18
4.69.164.163	4.69.164.164	2
4.69.164.167	4.69.164.168	2
4.69.164.171	4.69.164.172	2
4.69.164.175	4.69.164.176	2
4.69.164.179	4.69.164.180	2
4.69.164.183	4.69.164.184	2
4.69.164.187	4.69.164.188	2
4.69.164.191	4.69.165.0	66
4.69.165.3	4.69.165.4	2
4.69.165.7	4.69.165.8	2
4.69.165.11	4.69.165.12	2
4.69.165.15	4.69.165.112	98
4.69.165.114	4.69.165.116	3
4.69.165.118	4.69.165.168	51
4.69.165.171	4.69.165.172	2
4.69.165.175	4.69.165.176	2
4.69.165.179	4.69.165.180	2
4.69.165.183	4.69.165.192	10
4.69.165.195	4.69.165.196	2
4.69.165.199	4.69.165.200	2
4.69.165.203	4.69.165.204	2
4.69.165.207	4.69.165.208	2
4.69.165.211	4.69.165.212	2
4.69.165.215	4.69.165.216	2
4.69.165.219	4.69.165.220	2
4.69.165.223	4.69.165.224	2
4.69.165.227	4.69.165.228	2
4.69.165.231	4.69.165.232	2
4.69.165.235	4.69.165.236	2
4.69.165.239	4.69.165.240	2
4.69.165.243	4.69.165.244	2
4.69.165.247	4.69.167.0	266
4.69.167.3	4.69.167.4	2
4.69.167.7	4.69.167.8	2
4.69.167.11	4.69.167.12	2
4.69.167.15	4.69.167.16	2
4.69.167.19	4.69.167.20	2
4.69.167.23	4.69.167.24	2
4.69.167.27	4.69.167.28	2
4.69.167.31	4.69.167.32	2
4.69.167.35	4.69.167.36	2
4.69.167.39	4.69.167.40	2
4.69.167.43	4.69.167.44	2
4.69.167.46	4.69.167.72	27
4.69.167.75	4.69.167.76	2
4.69.167.79	4.69.167.80	2
4.69.167.83	4.69.167.84	2
4.69.167.87	4.69.167.88	2
4.69.167.91	4.69.167.92	2
4.69.167.95	4.69.167.96	2
4.69.167.99	4.69.167.100	2
4.69.167.103	4.69.167.104	2
4.69.167.107	4.69.167.108	2
4.69.167.111	4.69.167.112	2
4.69.167.115	4.69.167.116	2
4.69.167.119	4.69.167.120	2
4.69.167.123	4.69.167.124	2
4.69.167.127	4.69.167.128	2
4.69.167.131	4.69.167.132	2
4.69.167.135	4.69.167.136	2
4.69.167.139	4.69.167.140	2
4.69.167.143	4.69.167.144	2
4.69.167.147	4.69.167.148	2
4.69.167.151	4.69.167.152	2
4.69.167.155	4.69.167.156	2
4.69.167.159	4.69.167.160	2
4.69.167.163	4.69.167.164	2
4.69.167.167	4.69.167.191	25
4.69.167.194	4.69.167.194	1
4.69.167.196	4.69.167.196	1
4.69.167.198	4.69.167.219	22
4.69.167.223	4.69.167.223	1
4.69.167.226	4.69.167.226	1
4.69.167.228	4.69.167.228	1
4.69.167.230	4.69.167.251	22
4.69.167.255	4.69.167.255	1
4.69.169.0	4.69.169.2	3
4.69.169.5	4.69.169.27	23
4.69.169.31	4.69.169.34	4
4.69.169.37	4.69.169.59	23
4.69.169.63	4.69.169.64	2
4.69.169.67	4.69.169.96	30
4.69.169.99	4.69.169.130	32
4.69.169.132	4.69.169.155	24
4.69.169.159	4.69.169.162	4
4.69.169.164	4.69.169.187	24
4.69.169.191	4.69.169.193	3
4.69.169.196	4.69.169.197	2
4.69.169.200	4.69.169.219	20
4.69.169.223	4.69.169.225	3
4.69.169.228	4.69.169.229	2
4.69.169.232	4.69.169.251	20
4.69.169.255	4.69.170.0	2
4.69.170.3	4.69.174.128	1,150
4.69.174.130	4.69.174.160	31
4.69.174.164	4.69.175.31	124
4.69.175.33	4.69.175.63	31
4.69.175.65	4.69.175.95	31
4.69.175.97	4.69.175.128	32
4.69.175.130	4.69.176.1	128
4.69.176.3	4.69.176.32	30
4.69.176.35	4.69.176.95	61
4.69.176.97	4.69.176.127	31
4.69.176.130	4.69.176.130	1
4.69.176.135	4.69.176.159	25
4.69.176.163	4.69.176.193	31
4.69.176.195	4.69.176.225	31
4.69.176.227	4.69.177.0	30
4.69.177.3	4.69.177.31	29
4.69.177.33	4.69.177.63	31
4.69.177.65	4.69.177.99	35
4.69.177.101	4.69.177.129	29
4.69.177.133	4.69.177.161	29
4.69.177.169	4.69.177.194	26
4.69.177.199	4.69.178.0	58
4.69.178.3	4.69.178.63	61
4.69.178.65	4.69.178.95	31
4.69.178.97	4.69.178.127	31
4.69.178.129	4.69.178.160	32
4.69.178.162	4.69.178.191	30
4.69.178.193	4.69.178.224	32
4.69.178.226	4.69.179.0	31
4.69.179.5	4.69.179.64	60
4.69.179.66	4.69.179.128	63
4.69.179.132	4.69.179.160	29
4.69.179.162	4.69.179.224	63
4.69.179.228	4.69.180.0	29
4.69.180.5	4.69.180.33	29
4.69.180.35	4.69.186.0	1,502
4.69.186.4	4.69.186.4	1
4.69.186.8	4.69.186.10	3
4.69.186.12	4.69.186.18	7
4.69.186.23	4.69.186.24	2
4.69.186.26	4.69.186.29	4
4.69.186.32	4.69.186.32	1
4.69.186.35	4.69.186.37	3
4.69.186.44	4.69.186.45	2
4.69.186.49	4.69.186.63	15
4.69.186.70	4.69.186.73	4
4.69.186.77	4.69.186.77	1
4.69.186.85	4.69.186.95	11
4.69.186.103	4.69.186.129	27
4.69.186.132	4.69.186.134	3
4.69.186.136	4.69.186.137	2
4.69.186.142	4.69.186.143	2
4.69.186.148	4.69.186.161	14
4.69.186.166	4.69.186.198	33
4.69.186.202	4.69.186.227	26
4.69.186.229	4.69.187.2	30
4.69.187.6	4.69.187.66	61
4.69.187.71	4.69.187.100	30
4.69.187.102	4.69.187.103	2
4.69.187.107	4.69.187.133	27
4.69.187.136	4.69.187.163	28
4.69.187.167	4.69.187.194	28
4.69.187.201	4.69.187.225	25
4.69.187.236	4.69.187.237	2
4.69.187.239	4.69.192.1	1,043
4.69.192.3	4.69.192.3	1
4.69.192.5	4.69.192.9	5
4.69.192.11	4.69.192.23	13
4.69.192.25	4.69.192.25	1
4.69.192.27	4.69.192.31	5
4.69.192.33	4.69.192.33	1
4.69.192.35	4.69.192.97	63
4.69.192.99	4.69.192.101	3
4.69.192.103	4.69.192.127	25
4.69.192.129	4.69.192.145	17
4.69.192.147	4.69.192.177	31
4.69.192.179	4.69.192.241	63
4.69.192.243	4.69.193.47	61
4.69.193.49	4.69.193.81	33
4.69.193.83	4.69.193.145	63
4.69.193.147	4.69.195.33	399
4.69.195.35	4.69.195.64	30
4.69.195.66	4.69.195.160	95
4.69.195.163	4.69.195.191	29
4.69.195.193	4.69.195.193	1
4.69.195.195	4.69.195.223	29
4.69.195.225	4.69.195.225	1
4.69.195.227	4.69.196.1	31
4.69.196.3	4.69.196.9	7
4.69.196.11	4.69.196.31	21
4.69.196.33	4.69.196.33	1
4.69.196.35	4.69.196.95	61
4.69.196.97	4.69.196.97	1
4.69.196.99	4.69.196.99	1
4.69.196.101	4.69.196.101	1
4.69.196.103	4.69.196.119	17
4.69.196.122	4.69.196.145	24
4.69.196.147	4.69.196.177	31
4.69.196.179	4.69.196.191	13
4.69.196.193	4.69.196.241	49
4.69.196.243	4.69.197.47	61
4.69.197.49	4.69.197.81	33
4.69.197.83	4.69.197.145	63
4.69.197.147	4.69.199.33	399
4.69.199.35	4.69.199.64	30
4.69.199.66	4.69.199.160	95
4.69.199.163	4.69.199.192	30
4.69.199.195	4.69.199.223	29
4.69.199.225	4.69.199.225	1
4.69.199.227	4.69.200.69	99
4.69.200.71	4.69.200.73	3
4.69.200.75	4.69.200.92	18
4.69.200.95	4.69.200.160	66
4.69.200.163	4.69.200.164	2
4.69.200.167	4.69.200.168	2
4.69.200.171	4.69.200.172	2
4.69.200.175	4.69.200.196	22
4.69.200.199	4.69.200.200	2
4.69.200.203	4.69.200.224	22
4.69.200.227	4.69.200.228	2
4.69.200.231	4.69.200.232	2
4.69.200.235	4.69.200.236	2
4.69.200.239	4.69.200.240	2
4.69.200.243	4.69.200.244	2
4.69.200.247	4.69.201.20	30
4.69.201.23	4.69.201.24	2
4.69.201.27	4.69.201.72	46
4.69.201.75	4.69.201.76	2
4.69.201.79	4.69.201.100	22
4.69.201.103	4.69.201.104	2
4.69.201.107	4.69.201.108	2
4.69.201.111	4.69.201.112	2
4.69.201.115	4.69.201.116	2
4.69.201.119	4.69.201.120	2
4.69.201.123	4.69.201.124	2
4.69.201.127	4.69.201.128	2
4.69.201.131	4.69.201.132	2
4.69.201.135	4.69.201.136	2
